name	HPO.term	HPO.label	HPO.level	gene	disease.name	literature_model	ddd_model	OV	OVG
4875	HP:0004749	Atrial flutter	8						
4876	HP:0031671	Typical atrial flutter	9						
4877	HP:0031672	Reverse typical atrial flutter	9						
4878	HP:0011717	Atrioventricular reentrant tachycardia	9						
4879	HP:0031673	Orthodromic atrioventricular reentrant tachycardia	10						
4880	HP:0031674	Antidromic atrioventricular reentrant tachycardia	10						
4881	HP:0004756	Ventricular tachycardia	7						
4882	HP:0031675	Fascicular left ventricular tachycardia	8						
4883	HP:0031676	Monomorphic ventricular tachycardia	8						
4884	HP:0031677	Polymorphic ventricular tachycardia	8	PTPN11	LEOPARD SYNDROME TYPE 1	LIT:45x		LIT	LIT:45x
4885	HP:0031679	Type I atherosclerotic lesion	10						
4886	HP:0031680	Type II atherosclerotic lesion	10						
4887	HP:0031681	Type III atherosclerotic lesion	10						
4888	HP:0031682	Type V atherosclerotic lesion	10						
4889	HP:0031683	Type VI atherosclerotic lesion	10						
4890	HP:0031684	Renal artery atherosclerosis	8						
4891	HP:0031686	Increased stool alpha1-antitrypsin concentration	5						
4892	HP:0031687	Abnormally loud pulmonic component of the second heart sound	6						
4893	HP:0012130	Abnormal erythroid lineage cell morphology	4						
4894	HP:0031688	Erythroid dysplasia	5						
4895	HP:0031689	Megakaryocyte dysplasia	5						
4896	HP:0032169	Severe infection	5						
4897	HP:0031691	Severe viral infection	6						
4898	HP:0031692	Severe cytomegalovirus infection	7						
4899	HP:0031693	Severe Epstein Barr virus infection	7						
4900	HP:0031694	Severe adenovirus infection	7						
4901	HP:0031695	Severe parainfluenza infection	7						
4902	HP:0031690	Opportunistic infection	5						
4903	HP:0031696	Disseminated viral infection	6						
4904	HP:0031697	Disseminated infection with live vaccine virus	7						
4905	HP:0032250	Acinetobacter infection	7						
4906	HP:0031698	Disseminated Bacillus Calmette-Guerin infection	8						
4907	HP:0031699	Disseminated cryptosporidium infection	6						
4908	HP:0020104	Unusual protozoan infection	5						
4909	HP:0031700	Invasive parasitic infection	6						
4910	HP:0020108	Unusual parasitic infection	5						
4911	HP:0031701	Anterior chamber inflammatory cells	6						
4912	HP:0031702	Anterior chamber red blood cells	6						
4913	HP:0031706	Compensatory chin depression	6						
4914	HP:0031707	Compensatory face turn to the right	6						
4915	HP:0031708	Compensatory face turn to the left	6						
4916	HP:0031709	Compensatory head tilt to the right shoulder	6						
4917	HP:0031710	Compensatory head tilt to the left shoulder	6						
4918	HP:0031714	Distance exotropia	9						
4919	HP:0031715	Near exotropia	9						
4920	HP:0031716	Cyclic exotropia	9						
4921	HP:0031717	Alternating exotropia	9						
4922	HP:0031718	Consecutive exotropia	9						
4923	HP:0031719	True distance exotropia	10						
4924	HP:0031720	Simulated distance exotropia	10						
4925	HP:0031721	Sensory exotropia	9						
4926	HP:0031760	Non-accomodative esotropia	9						
4927	HP:0031722	Near esotropia	10						
4928	HP:0031723	Secondary esotropia	9						
4929	HP:0031724	Microtropia	8						
4930	HP:0031725	Hypophoria	8						
4931	HP:0031726	Incyclotropia	9						
4932	HP:0031728	Mild hypermetropia	6	IQSEC2	MENTAL RETARDATION X-LINKED TYPE 1	LIT:28x		LIT	LIT:28x
4933	HP:0031729	Moderate hypermetropia	6						
4934	HP:0031730	Axial myopia	6						
4935	HP:0009926	Epiphora	5	KMT2D	KMT2D multiple malformations disorder	LIT:39x		LIT	LIT:39x
4936	HP:0031731	Increased tear production	6						
4937	HP:0031732	Increased basal tear production	7						
4938	HP:0031733	Reflex tearing	7						
4939	HP:0031734	Lacrimal pump failure	6						
4940	HP:0031736	Involutional entropion	10						
4941	HP:0031737	Cicatricial entropion	10						
4942	HP:0031738	Mechanical entropion	10						
4943	HP:0031755	Abnormal rectus muscle physiology	5						
4944	HP:0031741	Inferior oblique muscle underaction	8						
4945	HP:0031742	Inferior rectus muscle underaction	9						
4946	HP:0031743	Inferior rectus muscle overaction	8						
4947	HP:0031744	Superior rectus muscle weakness	8						
4948	HP:0031745	Superior rectus muscle overaction	8						
4949	HP:0031746	Superior rectus muscle restriction	9						
4950	HP:0031747	Superior rectus muscle underaction	9						
4951	HP:0031749	Abnormal lateral rectus muscle physiology	7						
4952	HP:0031750	Lateral rectus muscle weakness	8						
4953	HP:0031751	Lateral rectus muscle underaction	9						
4954	HP:0031752	Lateral rectus muscle overaction	8						
4955	HP:0031753	Medial rectus muscle weakness	8						
4956	HP:0031754	Medial rectus muscle overaction	8						
4957	HP:0031756	Medial rectus muscle underaction	9						
4958	HP:0031757	Medial rectus muscle restriction	9						
4959	HP:0031758	Lateral rectus muscle restriction	9						
4960	HP:0031759	Basic constant esotropia	10						
4961	HP:0031761	Infantile constant esotropia	10						
4962	HP:0031762	Distance esotropia	10						
4963	HP:0031763	Cyclic esotropia	10						
4964	HP:0031764	Fully accomodative esotropia	10						
4965	HP:0031765	Partially accomodative esotropia	10						
4966	HP:0031766	Convergence excess esotropia	10						
4967	HP:0031767	Consecutive esotropia	9						
4968	HP:0031768	Parafoveal fixation	7						
4969	HP:0031769	Peripheral fixation	7						
4970	HP:0031770	Epicanthus palpebralis	10						
4971	HP:0031771	Epicanthus tarsalis	10						
4972	HP:0007042	Focal white matter lesions	10	MED13L	INTELLECTUAL DISABILITY		DDD:42x	DDD	DDD:42x
4973	HP:0040328	Focal hyperintensity of cerebral white matter on MRI	11						
4974	HP:0030890	Hyperintensity of cerebral white matter on MRI	10	USP7;WDR37;DNM1L;TCF4;SYNGAP1;SCN2A;POGZ;IQSEC2;DDX3X	USP7-related developmental disorder (monoallelic);SYNDROMIC INTELLECTUAL DISABILITY;DNM1L-related developmental disorder (monoallelic);PITT-HOPKINS SYNDROME;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;INFANTILE EPILEPTIC ENCEPHALOPATHY;INTELLECTUAL DISABILITY;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION, X-LINKED 102	LIT:69x;LIT:68x;LIT:66x;LIT:62x;LIT:58x;LIT:50x;LIT:43x;LIT:28x;LIT:15x;LIT:13x		LIT	LIT:69x;LIT:68x;LIT:66x;LIT:62x;LIT:58x;LIT:50x;LIT:43x;LIT:28x;LIT:15x;LIT:13x
4975	HP:0007052	Multifocal cerebral white matter abnormalities	10						
4976	HP:0040329	Multifocal hyperintensity of cerebral white matter on MRI	11						
4977	HP:0007204	Diffuse white matter abnormalities	10						
4978	HP:0040330	Confluent hyperintensity of cerebral white matter on MRI	11						
4979	HP:0040331	Focal hypointensity of cerebral white matter on MRI	11						
4980	HP:0007103	Hypointensity of cerebral white matter on MRI	10	WDR45	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION		DDD:65x	DDD	DDD:65x
4981	HP:0040332	Multifocal hypointensity of cerebral white matter on MRI	11						
4982	HP:0040333	Confluent hypointensity of cerebral white matter on MRI	11						
4983	HP:0040089	Abnormal natural killer cell count	8						
4984	HP:0031917	Digital ulcer	7						
4985	HP:0033062	Abnormal factor IX activity	6						
4986	HP:0033079	Aplasia/Hypoplasia of the thyroid gland	5						
4987	HP:0033282	Abnormal glomerular basement membrane morphology	10						
4988	HP:0003957	Cortical thickening of the forearm bones	9						
4989	HP:0003958	Cross-fusion of the forearm bones	9						
4990	HP:0003959	Deformed forearm bones	10						
4991	HP:0003960	Exostoses of the forearm bones	9						
4992	HP:0003961	Fractured forearm bones	10						
4993	HP:0003963	Lytic defects of the forearm bones	9						
4994	HP:0003964	Osteoporotic forearm bones	9						
4995	HP:0003965	Pseudarthrosis of the forearm bones	9						
4996	HP:0003966	Sclerotic foci in forearm bones	9						
4997	HP:0003967	Sclerotic forearm bones	9						
4998	HP:0003969	Slender forearm bones	10						
4999	HP:0003970	Undermodelled forearm bones	9						
5000	HP:0003971	Broad forearm bones	10						
5001	HP:0003973	Wide radioulnar joints	8						
5002	HP:0003974	Absent radius	11	TRIO	INTELLECTUAL DISABILITY	LIT:63x		LIT	LIT:63x
5003	HP:0009822	Aplasia involving forearm bones	10						
5004	HP:0003976	Constricted radius	11						
5005	HP:0003977	Deformed radius	11						
5006	HP:0003978	Fractured radius	11						
5007	HP:0003979	Lytic defects of the radius	10						
5008	HP:0003980	Pseudarthrosis of the radius	10						
5009	HP:0003981	Broad radius	11						
5010	HP:0003982	Aplasia of the ulna	11						
5011	HP:0003984	Posteriorly dislocated ulna	10						
5012	HP:0003985	Exostoses of the ulna	10						
5013	HP:0003986	Exostoses of the radius	10						
5014	HP:0003987	Fractured ulna	11						
5015	HP:0003988	Long ulna	10						
5016	HP:0003989	Notched ulna	10						
5017	HP:0003990	Pointed ulna	10						
5018	HP:0003991	Osteosclerosis of the ulna	10						
5019	HP:0003992	Slender ulna	11						
5020	HP:0003993	Broad ulna	11						
5021	HP:0003994	Dislocated wrist	8						
5022	HP:0003996	Flattened radial head	11						
5023	HP:0003997	Hypoplastic radial head	11						
5024	HP:0003999	Abnormality of radial epiphyses	10						
5025	HP:0003998	Constricted radial neck	11						
5026	HP:0004000	Cone-shaped distal radial epiphysis	11						
5027	HP:0010579	Cone-shaped epiphysis	8	SRCAP;EP300	FLOATING-HARBOR SYNDROME;RUBINSTEIN-TAYBI SYNDROME TYPE 2	LIT:56x	DDD:21x	LIT;DDD	LIT:56x;DDD:21x
5028	HP:0004001	Medially deficient radial epiphyses	11						
5029	HP:0004002	Flattened radial epiphyses	11						
5030	HP:0004003	Medially flattened radial epiphyses	12						
5031	HP:0004004	Irregular radial epiphyses	11						
5032	HP:0004005	Large radial epiphyses	11						
5033	HP:0004006	Round radial epiphyses	11						
5034	HP:0004007	Sclerotic radial epiphyses	11						
5035	HP:0004008	Sloping radial epiphyses	11						
5036	HP:0004009	Medially sloping radial epiphyses	12						
5037	HP:0004010	Small radial epiphyses	11						
5038	HP:0004012	Premature fusion of the radial epiphyseal plates	11						
5039	HP:0004013	Medially fused radial epiphyseal plates	12						
5040	HP:0004014	Broad radial epiphyseal plate	11						
5041	HP:0004015	Abnormality of radial metaphyses	10						
5042	HP:0004016	Cupped radial metaphyses	11						
5043	HP:0004017	Exostoses of the radial metaphysis	11						
5044	HP:0004018	Flared radial metaphysis	11						
5045	HP:0004019	Radial metaphyseal irregularity	11						
5046	HP:0004020	Irregular ossification of the radial metaphysis	11						
5047	HP:0004021	Lytic defects of radial metaphysis	11						
5048	HP:0004022	Sclerotic radial metaphysis with longitudinal striations	11						
5049	HP:0004023	Sloping radial metaphysis	11						
5050	HP:0004024	Medially sloping radial metaphysis	12						
5051	HP:0004025	Spurred radial metaphysis	11						
5052	HP:0004026	Broad radial metaphysis	12						
5053	HP:0004027	Abnormality of radial diaphysis	10						
5054	HP:0004028	Spurs of radial diaphysis	11						
5055	HP:0004029	Lytic defects of radial diaphysis	11						
5056	HP:0004030	Patchy sclerosis of radial diaphysis	11						
5057	HP:0004031	Broad radial diaphysis	11						
5058	HP:0004032	Abnormality of the olecranon	10						
5059	HP:0004033	Curved olecranon	11						
5060	HP:0004034	Irregular olecranon	11						
5061	HP:0004037	Abnormality of the ulnar epiphyses	10						
5062	HP:0004035	Abnormality of the styloid process of ulna	11						
5063	HP:0004036	Long styloid process of ulna	12						
5064	HP:0004039	Abnormality of ulnar metaphysis	10						
5065	HP:0004040	Corner fragments of ulnar metaphysis	11						
5066	HP:0004041	Cupped ulnar metaphysis	11						
5067	HP:0004042	Ulnar metaphyseal irregularity	11						
5068	HP:0004043	Lytic defects of ulnar metaphysis	11						
5069	HP:0004044	Pointed ulnar metaphysis	11						
5070	HP:0004045	Sloping ulnar metaphysis	11						
5071	HP:0004046	Spurred ulnar metaphysis	11						
5072	HP:0004047	Wide ulnar metaphysis	11						
5073	HP:0004048	Narrow joint spaces of wrist	8						
5074	HP:0004049	Decreased carpal angles of wrist	8						
5075	HP:0004050	Absent hand	10						
5076	HP:0004051	Advanced ossification of the hand bones	9						
5077	HP:0004052	Delayed ossification of the hand bones	9	CDK13;ANKRD11	Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;KBG SYNDROME		DDD:9x;DDD:2x	DDD	DDD:9x;DDD:2x
5078	HP:0004053	Dysharmonic maturation of the hand bones	9						
5079	HP:0004054	Sclerosis of hand bone	9						
5080	HP:0004057	Mitten deformity	6						
5081	HP:0004058	Hand monodactyly	13						
5082	HP:0006433	Radial dysplasia	11						
5083	HP:0004059	Radial club hand	12						
5084	HP:0009486	Radial deviation of the hand	7						
5085	HP:0004060	Trident hand	9						
5086	HP:0004095	Curved fingers	9						
5087	HP:0004099	Macrodactyly	8						
5088	HP:0004100	Abnormal 2nd finger morphology	9						
5089	HP:0004122	Midline defect of the nose	7						
5090	HP:0004112	Midline nasal groove	8						
5091	HP:0004132	Dimple on nasal tip	8						
5092	HP:0004150	Abnormal 3rd finger morphology	9						
5093	HP:0009316	Abnormal 3rd finger phalanx morphology	10						
5094	HP:0004172	Abnormality of the middle phalanx of the 3rd finger	11						
5095	HP:0009421	Aplasia/Hypoplasia of the distal phalanx of the 3rd finger	12						
5096	HP:0004180	Short distal phalanx of the 3rd finger	13						
5097	HP:0009461	Short 3rd finger	12						
5098	HP:0009882	Short distal phalanx of finger	12	TRIP12;HUWE1;CTNNB1;ASXL3;ANKRD11	TRIP12-related intellectual disability with/without autism spectrum disorder;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;BAINBRIDGE-ROPERS SYNDROME;KBG SYNDROME	LIT:64x;LIT:27x;LIT:12x;LIT:4x;LIT:2x		LIT	LIT:64x;LIT:27x;LIT:12x;LIT:4x;LIT:2x
5099	HP:0004188	Abnormal 4th finger morphology	9						
5100	HP:0009172	Abnormal 4th finger phalanx morphology	10						
5101	HP:0004195	Osteolytic defects of the phalanges of the 4th finger	11						
5102	HP:0009771	Osteolytic defects of the phalanges of the hand	10						
5103	HP:0004197	Symphalangism of the 4th finger	11						
5104	HP:0009179	Deviation of the 5th finger	10	USP9X	MENTAL RETARDATION, X-LINKED 99; MRX99		DDD:73x	DDD	DDD:73x
5105	HP:0004209	Clinodactyly of the 5th finger	11	WDR37;LZTR1;TRIP12;TRIO;TCF4;TBL1XR1;SYNGAP1;SRCAP;SMC1A;SLC6A1;SETD5;SATB2;PTPN11;POGZ;MED13L;MECP2;KMT2D;KMT2A;KIF1A;KAT6B;KAT6A;HUWE1;HDAC8;FOXP1;EP300;EFTUD2;DYNC1H1;DDX3X;CTNNB1;CREBBP;CDK13;AUTS2;ASXL3;ARID1B;ANKRD11;AHDC1;ADNP	SYNDROMIC INTELLECTUAL DISABILITY;NOONAN SYNDROME 10;TRIP12-related intellectual disability with/without autism spectrum disorder;INTELLECTUAL DISABILITY;PITT-HOPKINS SYNDROME;Pierpont syndrome;Intellectual disability with autism spectrum disorder;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;FLOATING-HARBOR SYNDROME;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;GLASS SYNDROME;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;KMT2D multiple malformations disorder;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;NESCAV SYNDROME;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;GENITOPATELLAR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, X-LINKED 102;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;RUBINSTEIN-TAYBI SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:68x;LIT:63x;LIT:62x;LIT:59x;LIT:58x;LIT:56x;LIT:55x;LIT:54x;LIT:52x;LIT:48x;LIT:43x;LIT:42x;LIT:39x;LIT:38x;LIT:37x;LIT:31x;LIT:29x;LIT:27x;LIT:26x;LIT:25x;LIT:22x;LIT:19x;LIT:12x;LIT:9x;LIT:4x;LIT:2x	DDD:67x;DDD:64x;DDD:63x;DDD:62x;DDD:60x;DDD:59x;DDD:56x;DDD:55x;DDD:54x;DDD:53x;DDD:48x;DDD:46x;DDD:45x;DDD:42x;DDD:41x;DDD:40x;DDD:37x;DDD:36x;DDD:31x;DDD:30x;DDD:29x;DDD:27x;DDD:21x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:11x;DDD:9x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x	LIT;DDD	LIT:68x;LIT:63x;LIT:62x;LIT:59x;LIT:58x;LIT:56x;LIT:55x;LIT:54x;LIT:52x;LIT:48x;LIT:43x;LIT:42x;LIT:39x;LIT:38x;LIT:37x;LIT:31x;LIT:29x;LIT:27x;LIT:26x;LIT:25x;LIT:22x;LIT:19x;LIT:12x;LIT:9x;LIT:4x;LIT:2x;DDD:67x;DDD:64x;DDD:63x;DDD:62x;DDD:60x;DDD:59x;DDD:56x;DDD:55x;DDD:54x;DDD:53x;DDD:48x;DDD:46x;DDD:45x;DDD:42x;DDD:41x;DDD:40x;DDD:37x;DDD:36x;DDD:31x;DDD:30x;DDD:29x;DDD:27x;DDD:21x;DDD:17x;DDD:16x;DDD:15x;DDD:14x;DDD:13x;DDD:11x;DDD:9x;DDD:7x;DDD:4x;DDD:3x;DDD:2x;DDD:1x;DDD:0x
5106	HP:0004213	Abnormal 5th finger phalanx morphology	10						
5107	HP:0004214	Curved phalanges of the 5th finger	11	POGZ	INTELLECTUAL DISABILITY		DDD:43x	DDD	DDD:43x
5108	HP:0009770	Curved phalanges of the hand	10						
5109	HP:0004216	Osteolytic defects of the phalanges of the 5th finger	11						
5110	HP:0004218	Symphalangism of the 5th finger	11						
5111	HP:0004219	Abnormality of the middle phalanx of the 5th finger	11						
5112	HP:0005819	Short middle phalanx of finger	12	EFTUD2	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY	LIT:19x		LIT	LIT:19x
5113	HP:0004220	Short middle phalanx of the 5th finger	13						
5114	HP:0009161	Aplasia/Hypoplasia of the middle phalanx of the 5th finger	12						
5115	HP:0009237	Short 5th finger	12	TRIO;KMT2D;KMT2A;ANKRD11	INTELLECTUAL DISABILITY;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;KBG SYNDROME	LIT:38x;LIT:37x;LIT:2x	DDD:63x;DDD:37x;DDD:2x	LIT;DDD	LIT:38x;LIT:37x;LIT:2x;DDD:63x;DDD:37x;DDD:2x
5116	HP:0009370	Type A brachydactyly	10						
5117	HP:0004222	Cone-shaped epiphysis of the distal phalanx of the 5th finger	14						
5118	HP:0009384	Cone-shaped epiphyses of the 5th finger	13						
5119	HP:0010248	Cone-shaped epiphyses of the distal phalanges of the hand	13						
5120	HP:0004223	Ivory epiphysis of the distal phalanx of the 5th finger	14						
5121	HP:0009388	Ivory epiphyses of the 5th finger	13						
5122	HP:0010252	Ivory epiphyses of the distal phalanges of the hand	13						
5123	HP:0004224	Abnormality of the epiphysis of the middle phalanx of the 5th finger	13						
5124	HP:0010244	Abnormality of the epiphyses of the middle phalanges of the hand	12						
5125	HP:0004226	Curved distal phalanx of the 5th finger	12						
5126	HP:0009838	Curved distal phalanges of the hand	11						
5127	HP:0004227	Short distal phalanx of the 5th finger	13						
5128	HP:0009239	Aplasia/Hypoplasia of the distal phalanx of the 5th finger	12						
5129	HP:0004230	Subluxation of the proximal interphalangeal joint of the little finger	10						
5130	HP:0004231	Carpal bone aplasia	11						
5131	HP:0004232	Accessory carpal bones	9						
5132	HP:0004233	Advanced ossification of carpal bones	10						
5133	HP:0004234	Bone-in-a-bone appearance of carpal bones	11						
5134	HP:0009164	Abnormal calcification of the carpal bones	10						
5135	HP:0006014	Abnormally shaped carpal bones	9						
5136	HP:0004235	Comma-shaped carpal bones	10						
5137	HP:0004236	Irregular carpal bones	10						
5138	HP:0004237	Large carpal bones	10						
5139	HP:0004238	Lytic defects of carpal bones	10						
5140	HP:0004239	Proximally placed carpal bones	9						
5141	HP:0004240	Sclerotic foci within carpal bones	11						
5142	HP:0004241	Stippled calcification in carpal bones	11						
5143	HP:0004242	Broad carpal bones	11						
5144	HP:0004243	Abnormality of the scaphoid	9						
5145	HP:0004244	Accessory scaphoid	10						
5146	HP:0004245	Comma-shaped scaphoid	11						
5147	HP:0004246	Delayed ossification of the scaphoid	11						
5148	HP:0045003	Abnormal ossification of the scaphoid	10						
5149	HP:0004247	Small scaphoid	12						
5150	HP:0004248	Abnormality of the lunate bone	9						
5151	HP:0004249	Accessory lunate	10						
5152	HP:0004250	Proximally placed lunate	10						
5153	HP:0004251	Lunate-triquetral fusion	10						
5154	HP:0004252	Abnormality of the trapezium	9						
5155	HP:0004253	Absent trapezium	10						
5156	HP:0004254	Delayed ossification of the trapezium	11						
5157	HP:0045001	Abnormal ossification of the trapezium	10						
5158	HP:0004255	Small trapezium	12						
5159	HP:0004256	Abnormality of the trapezoid bone	9						
5160	HP:0004257	Delayed ossification of the trapezoid bone	11						
5161	HP:0045004	Abnormal ossification of the trapezoid bone	10						
5162	HP:0004258	Small trapezoid bone	12						
5163	HP:0004260	Large hamate bone	11						
5164	HP:0004261	Wide hamate bone	12						
5165	HP:0004263	Large capitate bone	11						
5166	HP:0004264	Narrow carpal joint spaces	9						
5167	HP:0004267	Narrow small joints of the hand	11						
5168	HP:0004268	Osteoarthritis of the small joints of the hand	11						
5169	HP:0004269	Subluxation of the small joints of the hand	11						
5170	HP:0004271	Cortical thickening of hand bones	8						
5171	HP:0005926	Abnormality of hand cortical bone	7						
5172	HP:0004272	Cortical thinning of hand bones	8						
5173	HP:0005923	Abnormalities of the metaphyses of the hand	9						
5174	HP:0004273	Cupped metaphyses of hand bones	10						
5175	HP:0004274	Deficient ossification of hand bones	9						
5176	HP:0009142	Duplication of bones involving the upper extremities	4						
5177	HP:0004276	Exostoses of hand bones	7						
5178	HP:0004277	Fractured hand bones	6						
5179	HP:0004279	Short palm	10	ATP6V0A1;SCN2A;MECP2;KAT6A;HUWE1;HDAC8;CREBBP;CHD7;ATRX;ANKRD11	ATP6V0A1-related developmental disorder (monoallelic);BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR;RUBINSTEIN-TAYBI SYNDROME TYPE 1;CHARGE SYNDROME;MENTAL RETARDATION SYNDROMIC X-LINKED WITH HYPOTONIC FACIES SYNDROME TYPE 1;ALPHA-THALASSEMIA MENTAL RETARDATION SYNDROME X-LINKED NON-DELETION TYPE;KBG SYNDROME	LIT:27x;LIT:2x	DDD:72x;DDD:51x;DDD:50x;DDD:49x;DDD:41x;DDD:40x;DDD:29x;DDD:26x;DDD:25x;DDD:11x;DDD:10x;DDD:6x;DDD:5x	LIT;DDD	LIT:27x;LIT:2x;DDD:72x;DDD:51x;DDD:50x;DDD:49x;DDD:41x;DDD:40x;DDD:29x;DDD:26x;DDD:25x;DDD:11x;DDD:10x;DDD:6x;DDD:5x
5180	HP:0004280	Irregular ossification of hand bones	9						
5181	HP:0004281	Irregular sclerosis of hand bones	10						
5182	HP:0004283	Narrow palm	6	SMC1A;DDX3X	EPILEPTIC ENCEPHALOPATHY;MENTAL RETARDATION, X-LINKED 102;INTELLECTUAL DISABILITY	LIT:55x	DDD:15x;DDD:14x;DDD:13x	LIT;DDD	LIT:55x;DDD:15x;DDD:14x;DDD:13x
5183	HP:0004284	Notched hand bones	6						
5184	HP:0004285	Overmodelled hand bones	6						
5185	HP:0004286	Patchy sclerosis of hand bones	11						
5186	HP:0004287	Pointed hand bones	6						
5187	HP:0005924	Abnormality of the epiphyses of the hand	10						
5188	HP:0004288	Pseudoepiphyses of hand bones	11						
5189	HP:0010584	Pseudoepiphyses	8						
5190	HP:0004289	Sclerotic foci in hand bones	11						
5191	HP:0004290	Sclerosis of hand bones with transverse striations	11						
5192	HP:0004291	Stippled calcification of hand bones	10						
5193	HP:0004292	Undermodelled hand bones	6						
5194	HP:0009705	Synostosis involving the 2nd metacarpal	11						
5195	HP:0004293	Synostosis of second metacarpal-trapezoid	12						
5196	HP:0100328	Carpometacarpal synostosis	11						
5197	HP:0011911	Abnormality of metacarpophalangeal joint	9						
5198	HP:0004294	Subluxation of metacarpal phalangeal joints	10						
5199	HP:0004315	Decreased circulating IgG level	8						
5200	HP:0008207	Primary adrenal insufficiency	6						
5201	HP:0004319	Decreased circulating aldosterone level	7						
5202	HP:0004326	Cachexia	6	GATA3;ZC4H2;MECP2;DYNC1H1	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;RETT SYNDROME (RTT)[;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD	LIT:76x;LIT:74x;LIT:40x;LIT:17x;LIT:16x		LIT	LIT:76x;LIT:74x;LIT:40x;LIT:17x;LIT:16x
